ride_id,rideable_type,started_at,ended_at,start_station_name,start_station_id,end_station_name,end_station_id,start_lat,start_lng,end_lat,end_lng,member_casual
CDE6023BE6B11D2F,electric_bike,20:06.3,21:39.5,,,,,41.89,-87.65,41.89,-87.65,casual
462B48CD292B6A18,electric_bike,19:21.6,19:36.4,,,,,41.89,-87.65,41.89,-87.65,casual
9CFB6A858D23ABF7,electric_bike,25:27.1,30:13.0,,,,,41.93,-87.65,41.94,-87.65,casual
6365EFEB64231153,electric_bike,53:50.8,08:13.4,,,,,41.88,-87.64,41.88,-87.64,casual
BA0323C33134CBA8,electric_bike,11:08.2,11:23.0,,,,,41.94,-87.64,41.94,-87.64,casual
DE26F0D728517B77,electric_bike,12:38.4,12:57.8,,,,,41.94,-87.64,41.94,-87.64,casual
C806B4280D388CC0,electric_bike,14:00.7,20:35.3,,,,,41.94,-87.64,41.93,-87.64,casual
45CBD564C461DBE9,electric_bike,22:23.6,26:41.8,,,,,41.91,-87.63,41.87,-87.61,casual
D943D9C4841D9A60,electric_bike,51:10.3,51:28.3,,,,,41.91,-87.74,41.91,-87.74,casual
2C9D2B7821354BFF,electric_bike,49:24.1,49:45.4,,,,,41.91,-87.74,41.91,-87.74,casual
17DE443860E503FE,electric_bike,45:15.4,56:32.6,,,,,41.89,-87.62,41.88,-87.63,casual
9CA37E8BE56A5C78,electric_bike,51:35.8,53:43.6,,,,,41.8,-87.7,41.79,-87.7,casual
0B8832ED94F388DB,electric_bike,49:05.8,50:45.2,,,,,41.8,-87.7,41.8,-87.7,casual
4FB7A017D9EF3A0E,electric_bike,56:58.5,18:49.2,,,,,41.88,-87.64,41.94,-87.66,casual
D58B179696F4324F,electric_bike,11:30.9,24:37.5,,,,,41.89,-87.65,41.91,-87.63,casual
06C4D74206854FBF,electric_bike,41:34.5,59:55.4,,,,,41.91,-87.68,41.95,-87.71,casual
F3D133067309C8DF,electric_bike,58:16.0,11:53.3,,,,,41.93,-87.71,41.91,-87.68,casual
A414D79BAEA2477F,electric_bike,35:57.2,44:54.0,,,Wood St & Chicago Ave,637,41.88,-87.65,41.895634,-87.672069,casual
BC90824485F264B8,electric_bike,02:08.4,06:16.6,,,,,42.05,-87.68,42.05,-87.69,casual
755CCE9433F82C7B,electric_bike,24:05.8,24:17.0,,,,,41.73,-87.64,41.73,-87.64,casual
EFEF2B0D1219A875,electric_bike,25:34.9,25:50.9,,,,,41.73,-87.64,41.69,-87.61,casual
05161B08F1E67DF4,electric_bike,22:13.1,22:31.7,,,,,41.73,-87.64,41.73,-87.64,casual
45C7F5E0A3B868FB,electric_bike,35:09.3,38:52.7,,,,,41.99,-87.66,41.99,-87.65,casual
6BFB364B3E37D8CF,electric_bike,36:06.3,40:28.8,,,,,41.98,-87.67,41.98,-87.66,casual
6FF9658ECD4E8579,electric_bike,35:32.3,42:03.2,,,,,41.89,-87.62,41.89,-87.63,casual
ACF94376DF9439C4,electric_bike,46:02.5,54:47.9,,,,,41.89,-87.64,41.89,-87.66,casual
B30F947AA63AAF29,electric_bike,35:55.4,49:35.7,,,,,41.89,-87.61,41.89,-87.66,casual
78C3E0CEC1D486EC,electric_bike,10:51.5,19:14.7,,,,,41.88,-87.67,41.89,-87.65,casual
2DB5C2E15C81C2DC,electric_bike,25:19.5,42:26.4,,,,,41.9,-87.66,41.93,-87.71,casual
2A64EDA8E7633BFA,electric_bike,41:33.2,46:16.2,,,,,41.93,-87.66,41.95,-87.66,casual
9B010D145E668CF2,electric_bike,02:04.5,06:55.5,,,,,41.95,-87.66,41.93,-87.65,casual
A1706A02C670B91B,electric_bike,55:09.3,57:26.9,,,,,41.9,-87.65,41.9,-87.65,casual
DBC2313E1C977713,electric_bike,21:47.0,28:12.4,,,,,41.87,-87.68,41.87,-87.66,member
9A1F6536BC70EEAB,electric_bike,28:46.3,32:41.8,,,,,41.87,-87.66,41.87,-87.65,member
B4C3B68E7947FFF9,electric_bike,50:41.6,58:08.8,,,,,41.92,-87.63,41.93,-87.65,casual
3DC8F84A491B886A,electric_bike,10:11.7,10:20.6,,,,,41.89,-87.61,41.89,-87.61,casual
E8CE71B6054D4F61,electric_bike,11:03.5,34:58.3,,,,,41.89,-87.61,41.88,-87.62,casual
7334391F52D7DC19,electric_bike,13:40.7,36:15.1,,,,,41.96,-87.65,41.9,-87.63,casual
9AC42182B1873BFC,electric_bike,02:50.2,13:46.3,,,,,41.89,-87.61,41.84,-87.61,casual
8D649A54FF0CC2D1,electric_bike,29:50.4,37:32.5,,,,,41.89,-87.62,41.88,-87.62,casual
76D05F5D2C3EA53B,electric_bike,55:21.0,59:23.5,,,,,41.93,-87.65,41.92,-87.64,casual
2EA0A8AF27858D14,electric_bike,55:38.8,58:53.5,,,,,41.89,-87.62,41.89,-87.62,casual
A98F9F43F3A1DF22,electric_bike,12:20.2,37:30.4,,,,,41.88,-87.63,41.91,-87.62,casual
F9034E58308A8F08,electric_bike,03:01.3,06:40.4,,,,,42,-87.66,42.01,-87.66,casual
C6EB1797FCFAD4C4,electric_bike,32:44.8,38:57.4,,,,,41.99,-87.68,42,-87.67,casual
CCDA88AD3B720103,electric_bike,36:52.5,40:50.6,,,,,41.99,-87.68,42,-87.67,casual
FAA8B7727CC9DE9D,electric_bike,47:55.5,52:44.8,,,,,42,-87.67,41.99,-87.68,casual
EE9F2E3EE449F1CA,electric_bike,04:11.0,41:56.7,,,,,42,-87.66,41.98,-87.67,casual
445B893257F5B09C,electric_bike,09:25.7,20:19.0,,,,,41.95,-87.65,41.96,-87.67,casual
4319A20A6E8170B8,electric_bike,25:26.2,30:46.4,,,,,41.96,-87.67,41.95,-87.67,casual
A4E05ADB3017C86D,electric_bike,17:03.0,17:25.4,,,,,41.91,-87.62,41.91,-87.62,casual
B85981EFD41F995E,electric_bike,21:44.6,38:55.6,,,,,41.93,-87.65,41.9,-87.67,casual
40AFF95DCEBEEF8C,electric_bike,24:46.0,25:19.9,,,,,41.91,-87.63,41.91,-87.63,casual
6B1F6206083C9FF5,electric_bike,14:29.3,21:28.5,,,,,41.89,-87.63,41.88,-87.64,casual
29660F42C6EC1836,electric_bike,18:46.0,18:48.1,,,,,41.96,-87.66,41.96,-87.66,casual
8CA79A31485C3B97,electric_bike,21:05.6,31:37.1,,,,,41.96,-87.66,41.96,-87.65,casual
82B7A2985CDE183F,electric_bike,27:08.5,36:53.2,,,,,41.95,-87.65,41.96,-87.67,casual
A9D471F665EAE58B,electric_bike,03:46.2,47:41.6,,,,,41.92,-87.63,41.89,-87.6,casual
66BA5E6568C53FE1,electric_bike,42:12.6,54:32.7,,,,,41.92,-87.64,41.89,-87.64,casual
7F07D5AD6C989C9A,electric_bike,44:44.0,58:10.9,,,,,41.87,-87.68,41.9,-87.67,casual
D3AF7226EA880F99,electric_bike,59:19.3,49:04.5,,,,,41.91,-87.75,41.91,-87.76,casual
75D79D2A55D927E4,electric_bike,50:45.8,00:00.2,,,California Ave & Division St,13256,41.93,-87.71,41.903029,-87.697474,casual
98706087A8BE1F16,electric_bike,16:57.2,17:28.8,,,,,41.9,-87.63,41.9,-87.63,casual
844B878127142916,electric_bike,17:53.4,21:12.2,,,,,41.9,-87.63,41.89,-87.63,casual
CDF7618D4FC8E265,electric_bike,35:30.0,56:17.9,,,,,41.97,-87.66,42.02,-87.68,casual
DA6ACACF26645A46,electric_bike,45:45.0,01:40.4,,,,,41.8,-87.72,41.84,-87.72,casual
B8BD3D8EFFE4274E,electric_bike,44:35.1,44:48.2,,,,,41.8,-87.72,41.8,-87.72,casual
707F4ED8BBACC30C,electric_bike,25:16.8,37:28.8,,,,,41.89,-87.63,41.9,-87.67,casual
D4D201CD0739424A,electric_bike,22:06.7,28:07.3,,,,,41.95,-87.66,41.93,-87.65,casual
19EF6D5814B4B39B,electric_bike,16:16.6,24:40.5,,,,,41.91,-87.64,41.91,-87.62,casual
E431803D511F36C6,electric_bike,45:29.4,47:13.4,,,,,41.89,-87.67,41.89,-87.66,casual
E5EABBEB0B2EBE59,electric_bike,45:48.7,23:14.3,,,,,41.92,-87.63,41.98,-87.66,casual
F436D2A57D841D1C,electric_bike,03:00.0,11:02.8,,,,,41.88,-87.63,41.86,-87.63,member
DDFB2638BF7DA62A,electric_bike,51:04.0,53:57.5,,,,,41.88,-87.63,41.88,-87.63,member
238CF854F7B992AF,electric_bike,09:00.8,19:10.3,,,,,41.91,-87.66,41.91,-87.62,casual
34C064569C112C65,electric_bike,28:18.9,38:57.5,,,,,41.91,-87.62,41.91,-87.65,casual
7FB343563C9C62D6,electric_bike,55:40.8,00:38.9,,,,,41.91,-87.65,41.92,-87.66,casual
9B72E259B93DAFDF,electric_bike,59:15.1,10:20.4,,,,,41.94,-87.64,41.96,-87.64,casual
318ED143B761530A,electric_bike,16:13.4,23:06.0,,,,,41.93,-87.65,41.93,-87.66,casual
C2E06EE1C9C647EC,electric_bike,51:08.2,04:59.2,,,,,41.99,-87.67,41.96,-87.64,casual
A8D2784798AFE340,electric_bike,45:04.6,46:16.4,,,,,41.91,-87.63,41.91,-87.63,casual
98F9F0F985637B5A,electric_bike,47:46.2,55:17.9,,,,,41.92,-87.64,41.91,-87.63,casual
904FB64B99809040,electric_bike,47:05.9,55:05.9,,,,,41.91,-87.63,41.92,-87.64,casual
43B8C994879577AD,electric_bike,41:55.3,49:35.7,,,,,41.95,-87.67,41.95,-87.66,casual
9894A1EA36570B0C,electric_bike,54:39.3,03:48.9,,,,,41.91,-87.63,41.91,-87.63,casual
BF5E84505DE3AB61,electric_bike,09:04.1,12:19.4,,,,,41.91,-87.63,41.91,-87.63,casual
46745014FD5F50E8,electric_bike,12:30.9,22:54.2,,,,,41.93,-87.64,41.93,-87.66,casual
0671BA8A93447B57,electric_bike,57:19.3,03:39.1,,,,,41.93,-87.64,41.92,-87.63,casual
E7F09F7B216CB192,electric_bike,29:24.9,37:14.7,,,,,41.92,-87.63,41.93,-87.64,casual
923B34F2EEF2A94B,electric_bike,18:04.0,31:04.5,,,,,41.95,-87.65,41.97,-87.67,casual
D759288298061EF9,electric_bike,16:37.5,03:27.4,,,,,41.98,-87.67,41.89,-87.63,casual
B60079A80B0FFDFE,electric_bike,40:05.1,24:29.3,,,,,41.96,-87.64,41.91,-87.69,casual
94838F816820604B,electric_bike,36:36.7,45:33.9,,,,,41.92,-87.63,41.92,-87.64,casual
CFB302F2BE08B198,electric_bike,09:28.9,15:36.2,,,,,41.97,-87.69,41.97,-87.67,casual
467D7D1C7F7D8973,electric_bike,21:22.5,38:17.3,,,,,41.94,-87.67,41.97,-87.69,casual
9FE1D2CE7C2C4FC6,electric_bike,21:39.2,27:56.2,,,,,41.97,-87.67,41.97,-87.69,casual
C8E00E7D6A358523,electric_bike,26:17.5,28:44.7,,,,,41.89,-87.65,41.89,-87.65,casual
28DAE6CE47C4EA48,electric_bike,36:31.6,46:27.6,,,,,41.93,-87.64,41.91,-87.63,casual
F28AF1F889BB1FE2,electric_bike,42:28.6,44:57.8,,,,,41.89,-87.63,41.89,-87.63,casual
823F0B3F5F8191A6,electric_bike,12:54.4,38:10.6,,,,,41.9,-87.66,41.93,-87.65,casual
5284F26AAF8E2F95,electric_bike,19:55.6,33:51.1,,,,,41.93,-87.65,41.9,-87.66,casual
F1DE74DD8271E9FF,electric_bike,44:14.7,08:27.9,,,,,41.89,-87.65,41.91,-87.71,casual
0004EEFC3D975063,electric_bike,32:23.1,34:08.6,,,,,41.92,-87.64,41.92,-87.64,casual
A8046A1968E8B589,electric_bike,58:02.7,05:18.1,,,,,41.93,-87.65,41.94,-87.65,casual
BE1B17A88D9A1389,electric_bike,30:00.7,00:23.2,,,,,41.91,-87.69,41.98,-87.67,casual
3D0CC4981980A7AB,electric_bike,22:02.4,28:00.4,,,,,41.79,-87.6,41.8,-87.59,casual
A9ED9E9DEB124D34,electric_bike,15:43.9,25:21.8,,,California Ave & Milwaukee Ave,13084,41.91,-87.67,41.922695,-87.697153,casual
BA034E9FF32EDEB1,electric_bike,06:29.7,18:27.2,,,,,41.88,-87.63,41.89,-87.66,casual
47A3AB74B85A274C,electric_bike,38:07.9,39:03.5,,,,,41.91,-87.62,41.91,-87.62,casual
A36CA63BD59CC8D6,electric_bike,39:50.1,28:47.3,,,,,41.91,-87.62,41.91,-87.63,casual
7BB2CECEAB083ECE,electric_bike,23:59.8,27:56.1,,,,,41.97,-87.65,41.95,-87.65,casual
C9A89BE833C0F042,electric_bike,28:50.2,36:53.2,,,,,41.97,-87.64,41.95,-87.64,casual
4E3AF2F9C8DE6ABA,electric_bike,27:20.7,27:35.9,,,,,41.97,-87.64,41.97,-87.64,casual
41BB2C93B2920003,electric_bike,07:15.6,14:05.8,,,,,41.9,-87.69,41.91,-87.68,casual
A0C3E25B08B95170,electric_bike,18:52.7,40:26.1,,,,,41.92,-87.68,41.97,-87.69,casual
0FB8E40AB46C9610,electric_bike,48:25.1,56:35.3,,,,,42.05,-87.68,42.05,-87.67,casual
3D76AF92953C694E,electric_bike,17:10.9,21:41.6,,,,,42.06,-87.68,42.05,-87.67,casual
61D097DC23A5A0D8,electric_bike,46:53.3,51:13.3,,,,,42.05,-87.67,42.06,-87.68,casual
F2727DC63B4A1EB9,electric_bike,05:07.6,13:25.6,,,,,42.05,-87.68,42.05,-87.68,casual
D10FE4E6C4D741D8,electric_bike,20:28.6,26:03.6,,,,,42.05,-87.67,42.05,-87.67,casual
0A1ED7EB8487373F,electric_bike,15:36.2,46:01.1,,,,,41.92,-87.64,41.89,-87.63,casual
AC1DDC3C20111B00,electric_bike,33:50.9,31:46.7,,,,,41.86,-87.71,41.86,-87.71,casual
3588D9776AE3513C,electric_bike,37:37.5,37:59.0,,,,,41.91,-87.63,41.91,-87.63,casual
022A0F8A3F631B97,electric_bike,35:44.0,42:19.4,,,,,41.92,-87.63,41.93,-87.64,casual
061B6D6EC4A4149F,electric_bike,59:59.3,08:43.4,,,,,41.92,-87.7,41.92,-87.69,casual
02F4E38B1C05E83F,electric_bike,09:22.0,25:14.1,,,,,41.86,-87.65,41.89,-87.66,casual
ADC4C4E462D5D462,electric_bike,38:34.5,40:27.4,,,,,41.94,-87.68,41.94,-87.68,casual
4A797D97DB6AE8FF,electric_bike,50:30.5,46:46.9,,,,,41.89,-87.62,41.89,-87.61,casual
E4653F888BE17EBE,electric_bike,16:16.4,22:01.4,,,,,41.8,-87.58,41.8,-87.59,casual
D29C023E6F4D8DF5,electric_bike,15:08.9,15:35.5,,,,,41.8,-87.58,41.8,-87.58,casual
0B99C09B94E89DC6,electric_bike,05:13.6,16:42.7,,,,,41.93,-87.63,41.94,-87.66,casual
3518608222011B2B,electric_bike,41:09.5,54:36.7,,,,,41.94,-87.64,41.96,-87.65,casual
BFB07829AB31CB59,electric_bike,55:55.1,05:34.7,,,,,41.94,-87.67,41.93,-87.66,casual
F868888E1BC44ED2,electric_bike,55:34.1,56:00.2,,,,,41.91,-87.67,41.91,-87.67,casual
EB84CDD0E1CB1FCF,electric_bike,28:45.8,40:08.1,,,,,41.95,-87.65,41.98,-87.65,casual
5892C8D10CCA8ADB,electric_bike,50:25.3,51:13.2,,,,,41.97,-87.66,41.97,-87.66,casual
9A9FA18BC114731E,electric_bike,08:00.2,08:18.6,,,,,41.96,-87.67,41.96,-87.67,casual
4348086ED1DCEC2C,electric_bike,38:36.3,45:26.8,,,,,41.99,-87.66,42.01,-87.66,casual
609290AC88DBE4DC,electric_bike,04:56.7,14:00.5,,,,,42.01,-87.66,42,-87.66,casual
FC7C2906650199EB,electric_bike,16:21.9,23:20.1,,,,,41.91,-87.64,41.9,-87.63,casual
78A61122AFA19679,electric_bike,02:17.5,03:03.7,,,,,41.92,-87.63,41.92,-87.63,casual
5218C133276220F7,electric_bike,03:57.7,19:48.4,,,,,41.92,-87.63,41.97,-87.64,casual
D71B5D5F80332C36,electric_bike,03:25.7,21:11.7,,,,,41.88,-87.63,41.92,-87.64,casual
7430C34ECDA08B64,electric_bike,47:31.5,02:06.4,,,,,41.96,-87.68,41.96,-87.64,casual
9662F0C953435A93,electric_bike,17:16.5,21:46.0,,,,,41.92,-87.69,41.93,-87.7,casual
2EE1E9A992DB51B7,electric_bike,07:23.0,12:11.2,,,,,41.94,-87.66,41.94,-87.67,casual
CEB0C26AFD6188F5,electric_bike,01:28.0,18:46.1,,,,,41.95,-87.65,41.97,-87.69,casual
8B33FF11E65B1746,electric_bike,56:02.4,09:35.6,,,,,41.92,-87.65,41.91,-87.63,casual
8FE8DF405A17FF49,electric_bike,09:38.2,46:14.7,,,,,41.94,-87.64,41.9,-87.63,casual
0703903F92D9BD12,electric_bike,30:51.2,01:44.2,,,,,41.98,-87.69,41.92,-87.71,casual
08C46349C25B05A6,electric_bike,41:45.4,59:36.3,,,,,41.89,-87.62,41.9,-87.62,casual
4377F7036B3CB5EB,electric_bike,04:09.8,24:39.6,,,,,41.95,-87.64,41.91,-87.64,casual
64E9CECE05F6F23E,electric_bike,44:14.1,44:15.6,,,,,41.9,-87.67,41.9,-87.67,casual
8F94E2714521DC30,electric_bike,20:46.2,24:42.9,,,,,41.92,-87.64,41.92,-87.64,casual
07CE7B10E310E9A3,electric_bike,14:59.2,22:41.6,,,,,41.88,-87.63,41.9,-87.63,casual
BED4DA34EC838546,electric_bike,51:16.6,58:06.5,,,,,41.98,-87.65,41.98,-87.67,casual
DD70223493A92072,electric_bike,09:59.9,23:49.1,,,,,41.9,-87.67,41.92,-87.69,casual
866A3A6C18C910D0,electric_bike,29:49.3,37:00.9,,,,,41.85,-87.72,41.86,-87.72,casual
3CB9D90B6BCE5741,electric_bike,08:16.7,18:54.4,,,,,41.86,-87.72,41.85,-87.72,casual
4BF489270DE13448,electric_bike,22:21.0,22:47.5,,,,,41.99,-87.69,41.99,-87.69,casual
8C4D2C6D20AFF034,electric_bike,50:50.5,06:06.8,,,,,41.92,-87.63,41.93,-87.63,casual
AF6229573A5AE7F2,electric_bike,41:31.7,47:14.7,,,,,42,-87.76,41.99,-87.76,member
024688949CF8340E,electric_bike,47:38.9,49:17.3,,,,,41.89,-87.64,41.89,-87.64,member
B381D74A76D43DF5,electric_bike,38:38.2,50:27.8,,,,,41.92,-87.67,41.91,-87.63,casual
0E2E55F0C295D22B,electric_bike,04:36.1,21:25.3,,,,,41.98,-87.7,41.99,-87.71,casual
B2CDD911521070D9,electric_bike,24:08.6,56:34.3,,,,,41.91,-87.7,41.93,-87.63,casual
75DFB7A4E5D03148,electric_bike,51:40.5,56:43.7,,,,,41.92,-87.65,41.91,-87.65,casual
EFC29C1FB1CD171E,electric_bike,36:42.2,56:22.9,,,,,41.93,-87.79,41.94,-87.79,casual
896DD9CF94C47381,electric_bike,54:08.6,03:02.1,,,,,41.96,-87.67,41.95,-87.66,casual
BB039BF7FB0ECBD4,electric_bike,55:29.1,03:44.5,,,,,41.97,-87.69,41.97,-87.67,casual
1EA987D321141A37,electric_bike,23:21.2,29:43.3,,,,,41.97,-87.67,41.97,-87.69,casual
F74B48A32480CAE1,electric_bike,20:24.8,27:22.9,,,,,42.01,-87.66,42,-87.67,casual
C60A3DFA4DBBCBF2,electric_bike,50:22.0,59:15.3,,,,,41.92,-87.66,41.93,-87.65,casual
04EC9ADFF90D988A,electric_bike,27:17.9,27:40.5,,,,,41.94,-87.64,41.94,-87.64,casual
B979CAC80572994C,electric_bike,28:03.0,31:58.9,,,,,41.94,-87.64,41.94,-87.64,casual
B97C237EDE5A686C,electric_bike,06:58.9,43:31.5,,,,,41.91,-87.62,41.95,-87.66,casual
00BAD1987C30B9E9,electric_bike,01:34.4,11:17.9,,,,,41.95,-87.66,41.95,-87.68,casual
30795CD423C183B6,electric_bike,00:28.9,06:20.4,,,,,41.92,-87.63,41.93,-87.65,casual
F586F6D1E999E40E,electric_bike,09:34.4,15:51.1,,,,,41.93,-87.64,41.92,-87.63,casual
3DFB1366DF035F14,electric_bike,32:42.9,39:43.9,,,,,41.94,-87.65,41.96,-87.65,casual
6E5DFF59191A7BEF,electric_bike,30:07.7,01:11.6,,,,,41.91,-87.63,41.95,-87.65,casual
36F6D3D2E159F89B,electric_bike,29:06.2,29:29.9,,,,,41.91,-87.63,41.91,-87.63,casual
D3F94870C848DBE4,electric_bike,30:48.3,36:00.7,,,,,41.72,-87.64,41.72,-87.62,casual
83092AA056E01D64,electric_bike,51:31.9,51:57.1,,,,,41.89,-87.77,41.89,-87.77,casual
26FBB615892620CD,electric_bike,41:32.6,54:30.9,,,,,41.93,-87.68,41.94,-87.65,casual
FDD74AB5698B0DC0,electric_bike,46:40.1,59:11.9,,,,,41.92,-87.63,41.91,-87.63,casual
ADDD48739E126C38,electric_bike,51:32.6,17:11.5,,,,,41.99,-87.65,41.93,-87.63,casual
6621B17B2AC21DF0,electric_bike,49:13.7,04:04.4,,,,,41.93,-87.65,41.9,-87.63,casual
B5C52B84AF073D00,electric_bike,49:09.1,34:03.9,,,,,41.96,-87.72,41.98,-87.68,casual
F436D8B5041F9FDB,electric_bike,01:28.7,10:20.7,,,,,41.91,-87.63,41.92,-87.65,casual
DA84C299035FC1D7,electric_bike,03:50.8,07:40.6,,,,,41.98,-87.68,41.98,-87.69,casual
59EA24BBBE7B8464,electric_bike,38:47.3,44:19.0,,,,,41.98,-87.69,41.98,-87.68,casual
29009CE492FDD557,electric_bike,13:13.5,18:40.5,,,,,42.06,-87.7,42.06,-87.72,casual
35477A7198019BFB,electric_bike,52:58.2,57:35.6,,,,,42.06,-87.72,42.06,-87.7,casual
B38AB576C90CE9D3,electric_bike,42:46.7,43:07.4,,,,,41.97,-87.66,41.97,-87.66,casual
CA5A196544D5FE65,electric_bike,43:53.9,54:19.5,,,,,41.97,-87.66,41.98,-87.65,casual
9302F77DBE9F2962,electric_bike,56:28.3,10:23.2,,,,,41.91,-87.62,41.94,-87.64,casual
7F7198FEB7F8F34A,electric_bike,49:15.1,04:05.1,,,,,41.93,-87.66,41.9,-87.68,casual
A3F9095C761C1DD4,electric_bike,31:13.2,47:43.9,,,,,41.91,-87.62,41.93,-87.65,casual
0D5B50F85AD42D83,electric_bike,03:58.6,22:22.8,,,,,41.93,-87.65,41.91,-87.63,casual
79CCCFB8AE4D10F8,electric_bike,03:39.9,07:26.0,,,,,41.92,-87.63,41.91,-87.63,casual
9431C2A519382E71,electric_bike,58:23.9,19:11.6,,,,,41.87,-87.62,41.88,-87.65,casual
95343B75CEAE032A,electric_bike,57:11.9,57:28.7,,,,,41.87,-87.62,41.87,-87.62,casual
87D9702D47FFE590,electric_bike,38:46.7,58:03.8,,,,,41.95,-87.68,41.98,-87.66,casual
7BD27FB25A79C136,electric_bike,18:22.2,18:43.7,,,,,41.93,-87.66,41.93,-87.66,casual
8B492DD7AA5C7D26,electric_bike,19:22.8,25:04.5,,,,,41.93,-87.66,41.93,-87.64,casual
8FF3FA1567D8A182,electric_bike,52:15.0,07:36.3,,,,,41.91,-87.63,41.93,-87.64,casual
6D384D89F77503D6,electric_bike,35:03.3,44:21.6,,,,,41.91,-87.68,41.93,-87.7,casual
D8CE66CB5AD23C7A,electric_bike,15:30.9,15:41.7,,,,,41.91,-87.68,41.91,-87.68,casual
E3092B9025D7C78C,electric_bike,16:16.0,33:40.4,,,,,41.91,-87.68,41.94,-87.65,casual
B8D55DA1FD3119B8,electric_bike,05:38.0,11:55.0,,,,,41.89,-87.62,41.88,-87.64,casual
BA1A28F7FE2E4789,electric_bike,36:45.1,56:18.0,,,,,41.91,-87.63,41.92,-87.64,casual
13682489925FBFD2,electric_bike,38:08.5,38:28.9,,,,,41.94,-87.65,41.94,-87.65,casual
6AF0B89148B4D042,electric_bike,39:24.4,58:52.7,,,,,41.94,-87.65,41.91,-87.67,casual
60F82DCA1B87F7FA,electric_bike,10:19.5,38:53.7,,,,,41.95,-87.64,41.96,-87.65,casual
926AD3DF776ED130,electric_bike,39:05.8,39:06.7,,,,,41.68,-87.65,41.68,-87.65,casual
02519FDC9632DF26,electric_bike,39:44.5,39:41.6,,,,,41.68,-87.65,41.71,-87.64,casual
0202F1A26434E056,electric_bike,26:47.2,34:31.1,,,,,41.98,-87.66,41.99,-87.67,casual
5883D6881856CC8B,electric_bike,17:22.1,20:04.0,,,,,41.94,-87.65,41.94,-87.64,casual
0F8D0E070086C966,electric_bike,44:40.9,45:20.2,,,,,41.9,-87.62,41.9,-87.62,casual
A2BA108E3F4A4DE6,electric_bike,46:02.9,05:41.4,,,,,41.9,-87.62,41.9,-87.62,casual
6C2C1E0FB0F31FE4,electric_bike,17:11.3,24:53.8,,,,,41.9,-87.62,41.89,-87.61,casual
1B4581F3BA2E191E,electric_bike,00:52.1,11:04.1,,,,,41.88,-87.62,41.87,-87.62,casual
1127507E61864074,electric_bike,47:48.9,54:54.3,,,,,41.94,-87.68,41.94,-87.69,casual
0AC52A0840B38C53,electric_bike,36:10.1,45:22.9,,,,,41.92,-87.65,41.94,-87.65,casual
D08BB92FD17675FC,electric_bike,23:26.7,29:12.9,,,,,41.78,-87.75,41.79,-87.74,casual
8E7BFBF1FEE276F8,electric_bike,59:37.3,13:54.7,,,,,41.78,-87.75,41.8,-87.75,casual
97755ED4F639293D,electric_bike,41:27.3,47:25.8,,,,,41.79,-87.74,41.78,-87.75,casual
05FC3F2B5F9D4690,electric_bike,26:44.9,26:46.6,,,,,41.92,-87.63,41.92,-87.63,casual
06A4D8941F67513A,electric_bike,47:20.5,47:43.1,,,,,41.91,-87.63,41.91,-87.63,casual
0186A7DC37718854,electric_bike,48:23.6,55:28.4,,,,,41.91,-87.63,41.92,-87.65,casual
5B0C572B4AB9C414,electric_bike,22:28.2,43:59.2,,,,,41.91,-87.62,41.89,-87.63,casual
65218541C6152FE6,electric_bike,01:06.3,47:47.5,,,,,41.94,-87.63,41.79,-87.59,casual
E0D8B693CF9FDE1F,electric_bike,27:16.2,00:20.4,,,,,42.04,-87.68,41.94,-87.63,casual
E26A45A05D17352D,electric_bike,41:15.2,41:31.4,,,,,41.86,-87.61,41.86,-87.61,casual
C42691ACAD97A462,electric_bike,42:27.1,16:21.7,,,,,41.86,-87.61,41.91,-87.63,casual
DC3343C52F6D91E4,electric_bike,08:32.0,16:45.6,,,,,41.9,-87.63,41.9,-87.64,casual
17BD4C6F78F2D7EA,electric_bike,21:17.5,27:36.9,,,,,41.9,-87.64,41.9,-87.63,casual
C9DDE32C86D51276,electric_bike,27:21.1,50:34.4,,,,,41.93,-87.71,41.89,-87.66,casual
3530B13F21769BE2,electric_bike,56:07.9,00:50.8,,,,,41.91,-87.63,41.93,-87.64,casual
FB525A3C1BB9C2BF,electric_bike,58:15.4,12:50.7,,,,,41.94,-87.66,41.92,-87.68,casual
72D3D2332CD58CAF,electric_bike,06:18.7,19:50.1,,,,,41.97,-87.64,41.95,-87.65,casual
050B9294EF3AC21C,electric_bike,26:18.3,26:50.2,,,,,41.94,-87.64,41.94,-87.64,casual
518B5128F50D15E1,electric_bike,27:32.4,58:30.2,,,,,41.94,-87.64,41.97,-87.64,casual
786329656AD6FFF7,electric_bike,53:05.7,05:31.0,,,,,41.92,-87.66,41.91,-87.63,casual
EEE2682B2366C4F2,electric_bike,38:49.3,42:48.4,,,,,41.77,-87.64,41.77,-87.63,casual
6D94B91DCF53AE3D,electric_bike,58:58.6,01:27.9,,,,,41.77,-87.63,41.77,-87.64,casual
A0A742B69DD71D1D,electric_bike,53:12.9,56:04.3,,,,,41.77,-87.63,41.77,-87.63,casual
C9F9418D31E105B9,electric_bike,07:03.0,19:25.3,,,,,41.91,-87.68,41.92,-87.65,casual
D92D4AA27BE777BC,electric_bike,00:47.6,03:39.4,,,,,41.91,-87.63,41.91,-87.63,casual
D44FE6D486BC04E2,electric_bike,06:21.8,07:07.6,,,,,41.91,-87.63,41.91,-87.62,casual
